Document,Summary
"The A470 Cardiff-Glan Conwy Trunk Road (Improvement between Pen-Isa'r-Waen and the Brecon By-pass) Order 1987. The new highways which the Secretary of State proposes to construct along the routes described in the Schedule to this Order shall become trunk roads as from the date when this Order comes into force. The centre lines of the new trunk roads are indicated by heavy black lines on the deposited plan. In this Order, the deposited plan means the plan numbered HA 10/2, WO7, marked The A470 Cardiff-Glan Conwy Trunk Road (Improvement between Pen-Isa'r-Waen and the Brecon By-pass) Order 1987, signed by authority of the Secretary of State and deposited at the Welsh Office Repository, Curran Embankment, Cardiff, where it is open to inspection free of charge at all reasonable hours. The new trunk roads means the highways mentioned in article 1 of this Order; the trunk road means the A470 Cardiff-Glan Conwy Trunk Road. This Order shall come into force on 25th February 1988 and may be cited as The A470 Cardiff-Glan Conwy Trunk Road (Improvement between Pen-Isa'r-Waen and the Brecon By-pass) Order 1987. Signed by authority of the Secretary of State for Wales G. Mercer Director of Highways Welsh Office 22nd December 1987.","The A470 Cardiff-Glan Conwy Trunk Road (Improvement between Pen-Isa'r-Waen and the Brecon By-pass) Order 1987: This approves the improvement of the A470 trunk road, specifying new highways to be constructed and marked on a deposited plan. It comes into force on February 25, 1988, and aims to enhance road infrastructure in Wales."
"The Eggs (Marketing Standards) (Amendment) Regulations 1987. Citation, commencement, and extent: These Regulations may be cited as the Eggs (Marketing Standards) (Amendment) Regulations 1987 and shall come into force on 6th August 1987. These Regulations shall not extend to Northern Ireland. Interpretation: In these Regulations, ""the principal Regulations"" means the Eggs (Marketing Standards) Regulations 1985. Amendment of the principal Regulations: The principal Regulations shall be amended as follows: a. From regulation 2(2), the word ""other"" shall be deleted. b. For regulation 7, the following regulation shall be substituted: 7. The official mark for the purposes of any Community provision shall consist of the letters ""UK,"" each letter being 1 centimetre high surrounded by a line describing an oval. c. From regulation 8(d), the words ""other than regulation 3 above"" shall be deleted. d. For the Schedule, the contents of the Schedule to these Regulations shall be substituted. In witness whereof, the Official Seal of the Minister of Agriculture, Fisheries and Food is hereunto affixed on 3rd July 1987. John MacGregor Minister of Agriculture, Fisheries and Food Sanderson of Bowden Minister of State, Scottish Office 1st July 1987.",The Eggs (Marketing Standards) (Amendment) Regulations 1987: This amendment to the Eggs (Marketing Standards) Regulations updates the official mark for egg packaging and modifies various provisions related to egg marketing. It also introduces changes to the schedule and certain regulations concerning egg labeling in the UK
"The Black Country Development Corporation (Area and Constitution) Order 1987. Citation and commencement: This Order may be cited as the Black Country Development Corporation (Area and Constitution) Order 1987 and shall come into force on the day after the day on which it is approved by resolution of each House of Parliament. Interpretation: In this Order, ""the maps"" means the set of maps numbered 1 and 2 entitled ""Maps referred to in the Black Country Development Corporation (Area and Constitution) Order 1987,"" of which prints, signed by an Under Secretary in the Department of the Environment, are deposited and available for inspection at the offices of the Secretary of State for the Environment and the offices of the councils of the boroughs of Sandwell and Walsall. Designation of urban development area: The area shown on the maps, bounded externally by a black line edged internally with a stippled band, is hereby designated as an urban development area. Establishment of the Black Country Development Corporation: For the purposes of regenerating the designated area, there is hereby established an urban development corporation named ""The Black Country Development Corporation"" with eleven members in addition to the chairman and deputy chairman. Nicholas Ridley Secretary of State for the Environment 2nd April 1987","The Black Country Development Corporation (Area and Constitution) Order 1987: This establishes the Black Country Development Corporation to focus on regenerating a designated urban area in the West Midlands. It defines the area, sets up the Corporation, and assigns it the responsibility to oversee urban development. The order takes effect upon approval by both Houses of Parliament."
"The Double Taxation Relief (Taxes on Income) (Malaysia) Order 1987. Citation: This Order may be cited as the Double Taxation Relief (Taxes on Income) (Malaysia) Order 1987. Declaration: It is hereby declared: (a) That the arrangements specified in the Protocol set out in the Schedule to this Order, which vary the arrangements set out in the Schedule to the Double Taxation Relief (Taxes on Income) (Malaysia) Order 1973, have been made with the Government of Malaysia, with a view to affording relief from double taxation in relation to income tax, corporation tax, or capital gains tax, and taxes of a similar character imposed by the laws of Malaysia. (b) That it is expedient that those arrangements should have effect. G. I. de Deney Clerk of the Privy Council. The A406 Trunk Road (Angel Road, Enfield) (Prescribed Routes) Order 1987. Citation and commencement: This Order may be cited as the A406 Trunk Road (Angel Road, Enfield) (Prescribed Routes) Order 1987 and shall come into force on 1st August 1987. Definitions: In this Order: ""Angel Road"" means that length of the London North Circular Trunk Road (A406) known as Angel Road. ""Central reservation"" means the part of Angel Road separating the two carriageways for vehicle safety and guidance. ""The junction"" refers to the junction of Angel Road, Eley Road, and the unnamed road leading to the private access to Wickes Developments Limited. ""The eastbound right-turn lane"" is a traffic lane on Angel Road's eastbound carriageway, bounded by the central reservation, with a width increasing from zero to 3.75 meters, extending to the junction from a point 55 meters southwest of it. ""The westbound right-turn lane"" is a traffic lane on Angel Road's westbound carriageway, bounded by the central reservation, with a width increasing from zero to 3.75 meters, extending to the junction from a point 66 meters northeast of it. Traffic regulations: Vehicles in the eastbound right-turn lane must turn right into the unnamed road leading to the private access to Wickes Developments Limited. Vehicles in the westbound right-turn lane must turn right into Eley Road. No vehicle in the eastbound carriageway of Angel Road, other than in the eastbound right-turn lane, may turn right at the junction. No vehicle in the westbound carriageway of Angel Road, other than in the westbound right-turn lane, may turn right at the junction. Exceptions: These restrictions do not apply to actions performed with the permission or at the direction of a police constable in uniform or a traffic warden. Signed by authority of the Secretary of State. J. A. L. Dawson Assistant Chief Engineer, Department of Transport. 30th July 1987.",The Double Taxation Relief (Taxes on Income) (Malaysia) Order 1987 is how we govern the double taxation on income that is subject to taxation in both Malaysia and another country. Double taxation typically occurs when a taxpayer is liable to pay tax on the same income in more than one jurisdiction. The order was established to provide relief from this by granting taxpayers a reduction in the taxes payable in Malaysia or through tax credits.
"120. Language to be used in Parliament.— (1) Notwithstanding anything in Part XVII, but subject to the provisions of article 348, business in Parliament shall be transacted in Hindi or in English: Provided that the Chairman of the Council of States or Speaker of the House of the People, or person acting as such, as the case may be, may permit any member who cannot adequately express himself in Hindi or in English to address the House in his mother-tongue. (2) Unless Parliament by law otherwise provides, this article shall, after the expiration of a period of fifteen years from the commencement of this Constitution, have effect as if the words “or in English” were omitted herefrom. 121. Restriction on discussion in Parliament.—No discussion shall take place in Parliament with respect to the conduct of any Judge of the Supreme Court or of a High Court in the discharge of his duties except upon a motion for presenting an address to the President praying for the removal of the Judge as hereinafter provided. 122. Courts not to inquire into proceedings of Parliament.—(1) The validity of any proceedings in Parliament shall not be called in question on the ground of any alleged irregularity of procedure. (2) CC CHAPTER III.—LEGISLATIVE POWERS OF THE PRESIDENT 123. Power of President to promulgate Ordinances during recess of Parliament.—(1) If at any time, except when both Houses of Parliament are in session, the President is satisfied that circumstances exist which render it necessary for him to take immediate action, he may promulgate such Ordinances as the circumstances appear to him to require.","Article 120 states that discussions in Parliament shall be conducted in Hindi or English. However, members may use their mother tongue with the Speaker's permission. The use of English can be discontinued 15 years after the Constitution's commencement unless Parliament decides otherwise. Article 121 prohibits discussions in Parliament that condemn the conduct of judges in the discharge of their duties. Article 122 states that courts cannot question the use of powers granted by the Constitution to regulate parliamentary procedures or maintain order. Article 123 empowers the President to pass ordinances when both Houses are not in session, provided urgent action is required."
"32. Remedies for enforcement of rights conferred by this Part.— (1) The right to move the Supreme Court by appropriate proceedings for the enforcement of the rights conferred by this Part is guaranteed. (2) The Supreme Court shall have power to issue directions or orders or writs, including writs in the nature of habeas corpus, mandamus, prohibition, quo warranto and certiorari, whichever may be appropriate, for the enforcement of any of the rights conferred by this Part. (3) Without prejudice to the powers conferred on the Supreme Court by clauses (1) and (2), Parliament may by law empower any other court to exercise within the local limits of its jurisdiction all or any of the powers exercisable by the Supreme Court under clause (2). (4) The right guaranteed by this article shall not be suspended except as otherwise provided for by this Constitution. 32A. [Constitutional validity of State laws not to be considered in proceedings under article 32.].—Omitted by the Constitution (Forty-third Amendment) Act, 1977, s. 3 (w.e.f. 13-4-1978). Power of Parliament to modify the rights conferred by this Part in their application to Forces, etc.—Parliament may, by law, determine to what extent any of the rights conferred by this Part shall, in their application to,— (a) the members of the Armed Forces; or (b) the members of the Forces charged with the maintenance of public order; or (c) persons employed in any bureau or other organisation established by the State for purposes of intelligence or counterintelligence; or (d) person employed in, or in connection with, the telecommunication systems set up for the purposes of any Force, bureau or organisation referred to in clauses (a) to (c), be restricted or abrogated so as to ensure the proper discharge of their duties and the maintenance of discipline among them.","Article 32 states that Citizens can approach the court if their fundamental rights are violated. The courts can issue writs such as habeas corpus, mandamus, prohibition, quo warranto and certiorari. The parliament may also give powers to the local courts to exercise these rights. Under article 32 A, now a person can file a complaint against a state law, if it is being they think, it is violating their fundamental rights. Parliament has the power to modify the fundamental rights, in case if the entity works for the state’s defence or intelligence sectors."
"83. Duration of Houses of Parliament.—(1) The Council of States shall not be subject to dissolution, but as nearly as possible one-third of the members thereof shall retire as soon as may be on the expiration of every second year in accordance with the provisions made in that behalf by Parliament by law. (2) The House of the People, unless sooner dissolved, shall continue for 2[five years] from the date appointed for its first meeting and no longer and the expiration of the said period of 2[five years] shall operate as a dissolution of he House: Provided that the said period may, while a Proclamation of Emergency is in operation, be extended by Parliament by law for a period not exceeding one year at a time and not extending in any case beyond a period of six months after the Proclamation has ceased to operate. 84. Qualification for membership of Parliament.—A person shall not be qualified to be chosen to fill a seat in Parliament unless he— 3[(a) is a citizen of India, and makes and subscribes before some person authorised in that behalf by the Election Commission an oath or affirmation according to the form set out for the purpose in the Third Schedule;] (b) is, in the case of a seat in the Council of States, not less than thirty years of age and, in the case of a seat in the House of the People, not less than twenty-five years of age; and (c) possesses such other qualifications as may be prescribed in that behalf by or under any law made by Parliament. [85. Sessions of Parliament, prorogation and dissolution.—(1) The President shall from time to time summon each House of Parliament to meet at such time and place as he thinks fit, but six months shall not intervene between its last sitting in one session and the date appointed for its first sitting in the next session. (2) The President may from time to time— (a) prorogue the Houses or either House; (b) dissolve the House of the People.]","The council of states cannot be dissolved, the council will be floating with one third of the members retiring every 2 years, the maximum stay for an elected member is 6 years. If an Emergency has been declared, Parliament could extend the candidacy for about one year, and not exceeding 6 months, after the Emergency has ended. The minimum age to be qualified for membership for council states is 30 years, and for the House of the People being 25 years, the elected members should be a citizen of India, and should take an oath in the presence of people from the election commission. The time between two consecutive sessions should be less than 6 months, The president can suspend the either of the houses, and also holds power to dissolve the House of the People."
"Officers of Parliament 89. The Chairman and Deputy Chairman of the Council of States.—(1) The Vice- President of India shall be ex officio Chairman of the Council of States. (2) The Council of States shall, as soon as may be, choose a member of the Council to be Deputy Chairman thereof and, so often as the office of Deputy Chairman becomes vacant, the Council shall choose another member to be Deputy Chairman thereof. 90. Vacation and resignation of, and removal from, the office of Deputy Chairman.—A member holding office as Deputy Chairman of the Council of States— (a) shall vacate his office if he ceases to be a member of the Council; (b) may at any time, by writing under his hand addressed to the Chairman, resign his office; and (c) may be removed from his office by a resolution of the Council passed by a majority of all the then members of the Council: Provided that no resolution for the purpose of clause (c) shall be moved unless at least fourteen days’ notice has been given of the intention to move the resolution. 91. Power of the Deputy Chairman or other person to perform the duties of the office of, or to act as, Chairman.— (1) While the office of Chairman is vacant, or during any period when the Vice-President is acting as, or discharging the functions of, President, the duties of the office shall be performed by the Deputy Chairman, or, if the office of Deputy Chairman is also vacant, by such member of the Council of States as the President may appoint for the purpose. (2) During the absence of the Chairman from any sitting of the Council of States the Deputy Chairman, or, if he is also absent, such person as may be determined by the rules of procedure of the Council, or, if no such person is present, such other person as may be determined by the Council, shall act as Chairman. 92. The Chairman or the Deputy Chairman not to preside while a resolution for his removal from office is under consideration.—(1) At any sitting of the Council of States, while any resolution for the removal of the Vice-President from his office is under consideration, the Chairman, or while any resolution for the removal of the Deputy Chairman from his office is under consideration, the Deputy Chairman, shall not, though he is present, preside, and the provisions of clause (2) of article 91 shall apply in relation to every such sitting as they apply in relation to a sitting from which the Chairman, or, as the case may be, the Deputy Chairman, is absent.","The Vice-President is by default the Chairman of the Council of States, and a member should be chosen as soon as possible to hold the position of Deputy Chairman. If the Council passes a resolution to remove either the Chairman or Deputy Chairman, a notice of at least 14 days must be provided in advance. During this time, the person against whom the resolution is being moved cannot preside over the session. If the Chairman is unavailable, the Deputy Chairman can lead the discussion. If both are absent, a member from the Council of States, as prescribed by law, can be chosen to lead the Council."
"Conduct of Business 99. Oath or affirmation by members.—Every member of either House of Parliament shall, before taking his seat, make and subscribe before the President, or some person appointed in that behalf by him, an oath or affirmation according to the form set out for the purpose in the Third Schedule. 100. Voting in Houses, power of Houses to act notwithstanding vacancies and quorum.—(1) Save as otherwise provided in this Constitution, all questions at any sitting of either House or joint sitting of the Houses shall be determined by a majority of votes of the members present and voting, other than the Speaker or person acting as Chairman or Speaker. The Chairman or Speaker, or person acting as such, shall not vote in the first instance, but shall have and exercise a casting vote in the case of an equality of votes. (2) Either House of Parliament shall have power to act notwithstanding any vacancy in the membership thereof, and any proceedings in Parliament shall be valid notwithstanding that it is discovered subsequently that some person who was not entitled so to do sat or voted or otherwise took part in the proceedings. 1[(3) Until Parliament by law otherwise provides, the quorum to constitute a meeting of either House of Parliament shall be one-tenth of the total number of members of the House. (4) If at any time during a meeting of a House there is no quorum, it shall be the duty of the Chairman or Speaker, or person acting as such, either to adjourn the House or to suspend the meeting until there is a quorum.] Disqualifications of Members 101. Vacation of seats.— (1) No person shall be a member of both Houses of Parliament and provision shall be made by Parliament by law for the vacation by a person who is chosen a member of both Houses of his seat in one House or the other. 2) No person shall be a member both of Parliament and of a House of the Legislature of a State, and if a person is chosen a member both of Parliament and of a House of the Legislature of 2[a State], then, at the expiration of such period as may be specified in rules made by the President, that person’s seat in Parliament shall become vacant, unless he has previously resigned his seat in the Legislature of the State.","Any member elected should take an oath in the premises of the President. The voting shall be carried if the position is still unfilled and meets the minimum number of votes, if a person voted is deemed ineligible after voting, the voting will be counted. Chairman cannot vote, until there is a tie. If there is no quorum (one tenth of the parliament), then that session will be adjourned. A person cannot be the member of both the sessions, their seat will be vacant in the House of the People, after time specified by rules, made by the president."
"The President may, unless the Bill has elapsed by reason of a dissolution of the House of the People, notify to the Houses by message if they are sitting or by public notification if they are not sitting, his intention to summon them to meet in a joint sitting for the purpose of deliberating and voting on the Bill: Provided that nothing in this clause shall apply to a Money Bill. (2) In reckoning any such period of six months as is referred to in clause (1), no account shall be taken of any period during which the House referred to in sub-clause (c) of that clause is prorogued or adjourned for more than four consecutive days. (3) Where the President has under clause (1) notified his intention of summoning the Houses to meet in a joint sitting, neither House shall proceed further with the Bill, but the President may at any time after the date of his notification summon the Houses to meet in a joint sitting for the purpose specified in the notification and, if he does so, the Houses shall meet accordingly. (4) If at the joint sitting of the two Houses the Bill, with such amendments, if any, as are agreed to in joint sitting, is passed by a majority of the total number of members of both Houses present and voting, it shall be deemed for the purposes of this Constitution to have been passed by both Houses: Provided that at a joint sitting— (a) if the Bill, having been passed by one House, has not been passed by the other House with amendments and returned to the House in which it originated, no amendment shall be proposed to the Bill other than such amendments (if any) as are made necessary by the delay in the passage of the Bill; (b) if the Bill has been so passed and returned, only such amendments as aforesaid shall be proposed to the Bill and such other amendments as are relevant to the matters with respect to which the Houses have not agreed, and the decision of the person presiding as to the amendments which are admissible under this clause shall be final. (5) A joint sitting may be held under this article and a Bill passed thereat, notwithstanding that a dissolution of the House of the People has intervened since the President notified his intention to summon the Houses to meet therein.","If both Houses of Parliament fail to agree on a Bill, the President can summon a joint session to discuss and resolve the issue. However, a joint session cannot be held for Money Bills. Once the President calls for a joint sitting, neither House can proceed with the Bill individually. During the joint session, the Bill is passed if it receives a majority vote from the members present and voting. The decision of the presiding officer regarding amendments and procedures is final. If the Lok Sabha (House of the People) is dissolved after the President’s notification for a joint session, the joint sitting can still occur, and the Bill can be passed."
"114. Appropriation Bills.—(1) As soon as may be after the grants under article 113 have been made by the House of the People, there shall be introduced a Bill to provide for the appropriation out of the Consolidated Fund of India of all moneys required to meet— (a) the grants so made by the House of the People; and (b) the expenditure charged on the Consolidated Fund of India but not exceeding in any case the amount shown in the statement previously laid before Parliament. (2) No amendment shall be proposed to any such Bill in either House of Parliament which will have the effect of varying the amount or altering the destination of any grant so made or of varying the amount of any expenditure charged on the Consolidated Fund of India, and the decision of the person presiding as to whether an amendment is inadmissible under this clause shall be final. (3) Subject to the provisions of articles 115 and 116, no money shall be withdrawn from the Consolidated Fund of India except under appropriation made by law passed in accordance with the provisions of this article. 115. Supplementary, additional or excess grants.—(1) The President shall— (a) if the amount authorised by any law made in accordance with the provisions of article 114 to be expended for a particular service for the current financial year is found to be insufficient for the purposes of that year or when a need has arisen during the current financial year for supplementary or additional expenditure upon some new service not contemplated in the annual financial statement for that year; or (b) if any money has been spent on any service during a financial year in excess of the amount granted for that service and for that year,cause to be laid before both the Houses of Parliament another statement showing the estimated amount of that expenditure or cause to be presented to the House of the People a demand for such excess, as the case may be. 116. Votes on account, votes of credit and exceptional grants.— (1) Notwithstanding anything in the foregoing provisions of this Chapter, the House of the People shall have power— (a) to make any grant in advance in respect of the estimated expenditure for a part of any financial year pending the completion of the procedure prescribed in article 113 for the voting of such grant and the passing of the law in accordance with the provisions of article 114 in relation to that expenditure;","After the grants are approved under Article 113, a bill can be introduced to withdraw funds from the Consolidated Fund of India. Any amendments to increase the bill amount are not allowed, and money cannot be withdrawn without approval. If there is a need to include new expenditures, the President must present a statement for additional grants. If the money spent exceeds the approved amount, the President can request excess grants. Votes on Account, Votes of Credit, and Exceptional Grants (Article 116): To address urgent financial needs before the budget is finalized, Parliament can approve temporary grants (Votes on Account), emergency funds (Votes of Credit), or special-purpose grants (Exceptional Grants)."
"Provided that neither the privileges nor the allowances of a Judge nor his rights in respect of leave of absence or pension shall be varied to his disadvantage after his appointment. 126. Appointment of acting Chief Justice.—When the office of Chief Justice of India is vacant or when the Chief Justice is, by reason of absence or otherwise, unable to perform the duties of his office, the duties of the office shall be performed by such one of the other Judges of the Court as the President may appoint for the purpose. 127. Appointment of ad hoc Judges.—(1) If at any time there should not be a quorum of the Judges of the Supreme Court available to hold or continue any session of the Court, 1[the National Judicial Appointments Commission on a reference made to it by the Chief Justice of India, may with the previous consent of the President] and after consultation with the Chief Justice of the High Court concerned, request in writing the attendance at the sittings of the Court, as an ad hoc Judge, for such period as may be necessary, of a Judge of a High Court duly qualified for appointment as a Judge of the Supreme Court to be designated by the Chief Justice of India. (2) It shall be the duty of the Judge who has been so designated, in priority to other duties of his office, to attend the sittings of the Supreme Court at the time and for the period for which his attendance is required, and while so attending he shall have all the jurisdiction, powers and privileges, and shall discharge the duties, of a Judge of the Supreme Court. 128. Attendance of retired Judges at sittings of the Supreme Court.—Notwithstanding anything in this Chapter, 2[the National Judicial Appointments Commission] may at any time, with the previous consent of the President, request any person who has held the office of a Judge of the Court or of the Federal Court 3[or who has held the office of a Judge of a High Court and is duly qualified for appointment as a Judge of the Supreme Court] to sit and act as a Judge of the Supreme Court, and every such person so requested shall, while so sitting and acting, be entitled to such allowances as the President may by order determine and have all the jurisdiction, powers and privileges of, but shall not otherwise be deemed to be, a Judge of that Court","If the Chief Justice is unable to perform their duties, a new Chief Justice can be appointed by the President. If there are no Supreme Court Judges available to perform the duties, ad hoc Judges can be appointed from the High Courts after consultation with the Chief Justice. Retired Judges may be requested to sit as Judges of the Supreme Court, and they shall receive allowances as determined by the President, holding all the powers and privileges of a Supreme Court Judge, with the position being temporary."
"148. Comptroller and Auditor-General of India.—(1) There shall be a Comptroller and Auditor-General of India who shall be appointed by the President by warrant under his hand and seal and shall only be removed from office in like manner and on the like grounds as a Judge of the Supreme Court. (2) Every person appointed to be the Comptroller and Auditor-General of India shall, before he enters upon his office, make and subscribe before the President, or some person appointed in that behalf by him, an oath or affirmation according to the form set out for the purpose in the Third Schedule. (3) The salary and other conditions of service of the Comptroller and Auditor-General shall be such as may be determined by Parliament by law and, until they are so determined, shall be as specified in the Second Schedule: Provided that neither the salary of a Comptroller and Auditor-General nor his rights in respect of leave of absence, pension or age of retirement shall be varied to his disadvantage after his appointment. (4) The Comptroller and Auditor-General shall not be eligible for further office either under the Government of India or under the Government of any State after he has ceased to hold his office. (5) Subject to the provisions of this Constitution and of any law made by Parliament, the conditions of service of persons serving in the Indian Audit and Accounts Department and the administrative powers of the Comptroller and Auditor-General shall be such as may be prescribed by rules made by the President after consultation with the Comptroller and Auditor-General. (6) The administrative expenses of the office of the Comptroller and Auditor-General, including all salaries, allowances and pensions payable to or in respect of persons serving in that office, shall be charged upon the Consolidated Fund of India 149. Duties and powers of the Comptroller and Auditor-General.— The Comptroller and Auditor-General shall perform such duties and exercise such powers in relation to the accounts of the Union and of the States and of any other authority or body as may be prescribed by or under any law made by Parliament and, until provision in that behalf is so made, shall perform such duties and exercise such powers in relation to the accounts of the Union and of the States as were conferred on or exercisable by the Auditor-General of India immediately before the commencement of this Constitution in relation to the accounts of the Dominion of India and of the Provinces respectively","The Comptroller and Auditor-General of India (CAG) is appointed by the President, and the procedure for removal is the same as that of a Supreme Court judge. The CAG must take an oath before the President of India. The salary and service conditions are determined by Parliament, and once appointed, they cannot be altered to their disadvantage. After retirement, the CAG cannot take up any other government position. The salary and pensions are charged to the Consolidated Fund of India. The CAG’s duties involve auditing the accounts of the Union and the States."
"153. Governors of States.—There shall be a Governor for each State: 3[Provided that nothing in this article shall prevent the appointment of the same person as Governor for two or more States.] 154. Executive power of State.— (1) The executive power of the State shall be vested in the Governor and shall be exercised by him either directly or through officers subordinate to him in accordance with this Constitution. (2) Nothing in this article shall— (a) be deemed to transfer to the Governor any functions conferred by any existing law on any other authority; or (b) prevent Parliament or the Legislature of the State from conferring by law functions on any authority subordinate to the Governor. 155. Appointment of Governor.—The Governor of a State shall be appointed by the President by warrant under his hand and seal. 156. Term of office of Governor.—(1) The Governor shall hold office during the pleasure of the President. (2) The Governor may, by writing under his hand addressed to the President, resign his office. (3) Subject to the foregoing provisions of this article, a Governor shall hold office for a term of five years from the date on which he enters upon his office: Provided that a Governor shall, notwithstanding the expiration of his term, continue to hold office until his successor enters upon his office. 157. Qualifications for appointment as Governor.—No person shall be eligible for appointment as Governor unless he is a citizen of India and has completed the age of thirty-five years.","Each state will have a governor, and the same person can be appointed as the governor for more than one state. The executive power of the state lies with the governor, who exercises it in accordance with the state’s constitution. This does not mean that the governor will take over responsibilities already assigned to other authorities by existing laws, nor does it prevent Parliament or the state legislature from giving tasks to other authorities. The governor is appointed by the President through a warrant under his hand and seal. The governor holds the position at the President's discretion and can resign by writing to the President. The governor's term is five years, but the governor will continue in office until a successor is appointed."
"160. Discharge of the functions of the Governor in certain contingencies.—The President may make such provision as he thinks fit for the discharge of the functions of the Governor of a State in any contingency not provided for in this Chapter. 161. Power of Governor to grant pardons, etc., and to suspend, remit or commute sentences in certain cases.—The Governor of a State shall have the power to grant pardons, reprieves, respites or remissions of punishment or to suspend, remit or commute the sentence of any person convicted of any offence against any law relating to a matter to which the executive power of the State extends. 162. Extent of executive power of State.—Subject to the provisions of this Constitution, the executive power of a State shall extend to the matters with respect to which the Legislature of the State has power to make laws: Provided that in any matter with respect to which the Legislature of a State and Parliament have power to make laws, the executive power of the State shall be subject to, and limited by, the executive power expressly conferred by this Constitution or by any law made by Parliament upon the Union or authorities thereof. Council of Ministers 163. Council of Ministers to aid and advise Governor.—(1) There shall be a Council of Ministers with the Chief Minister at the head to aid and advise the Governor in the exercise of his functions, except in so far as he is by or under this Constitution required to exercise his functions or any of them in his discretion. (2) If any question arises whether any matter is or is not a matter as respects which the Governor is by or under this Constitution required to act in his discretion, the decision of the Governor in his discretion shall be final, and the validity of anything done by the Governor shall not be called in question on the ground that he ought or ought not to have acted in his discretion. (3) The question whether any, and if so what, advice was tendered by Ministers to the Governor shall not be inquired into in any court. 164. Other provisions as to Ministers.—(1) The Chief Minister shall be appointed by the Governor and the other Ministers shall be appointed by the Governor on the advice of the Chief Minister, and the Ministers shall hold office during the pleasure of the Governor:","Article 160 states that if there is no specific law governing the actions of the governor, the president can suggest the next course of action. The governor also has the power to pardon and reduce punishments related to state law. Article 162 states that if both the Union and the State make laws on the same subject, Parliament’s law takes precedence. Article 164 states that the chief minister is appointed by the governor, and the chief minister appoints the ministers for the cabinet. Article 163 states that the governor is advised by the chief minister and the cabinet ministers, but if there is any dispute, the governor’s decision is final."
"Provided that in the States of 1[Chhattisgarh, Jharkhand], Madhya Pradesh and 2[Odisha] there shall be a Minister in charge of tribal welfare who may in addition be in charge of the welfare of the Scheduled Castes and backward classes or any other work. 3[(1A) The total number of Ministers, including the Chief Minister, in the Council of Ministers in a State shall not exceed fifteen per cent. of the total number of members of the Legislative Assembly of that State: Provided that the number of Ministers, including the Chief Minister in a State shall not be less than twelve: Provided further that where the total number of Ministers including the Chief Minister in the Council of Ministers in any State at the commencement of the Constitution (Ninety-first Amendment) Act, 2003 exceeds the said fifteen per cent. or the number specified in the first proviso, as the case may be, then the total number of Ministers in that State shall be brought in conformity with the provisions of this clause within six months from such date4 as the President may by public notification appoint. (1B) A member of the Legislative Assembly of a State or either House of the Legislature of a State having Legislative Council belonging to any political party who is disqualified for being a member of that House under paragraph 2 of the Tenth Schedule shall also be disqualified to be appointed as a Minister under clause (1) for duration of the period commencing from the date of his disqualification till the date on which the term of his office as such member would expire or where he contests any election to the Legislative Assembly of a State or either House of the Legislature of a State having Legislative Council, as the case may be, before the expiry of such period, till the date on which he is declared elected, whichever is earlier.] (2) The Council of Ministers shall be collectively responsible to the Legislative Assembly of the State. (3) Before a Minister enters upon his office, the Governor shall administer to him the oaths of office and of secrecy according to the forms set out for the purpose in the Third Schedule.","In certain states such as Chhattisgarh, Madhya Pradesh, Jharkhand, and Odisha, there must be a minister in charge of tribal welfare and the development of backward castes. The total number of ministers should not exceed 15 percent of the cabinet of ministers in any state, and there must be at least 12 ministers. If the number of ministers exceeds the 15 percent limit, the state is given 6 months, as notified by the president, to reduce it. A minister who has been disqualified under the Tenth Schedule cannot serve during the disqualification period. Before taking office, ministers must take an oath in the presence of the state's governor."
"181. The Speaker or the Deputy Speaker not to preside while a resolution for his removal from office is under consideration.—(1) At any sitting of the Legislative Assembly, while any resolution for the removal of the Speaker from his office is under consideration, the Speaker, or while any resolution for the removal of the Deputy Speaker from his office is under consideration, the Deputy Speaker, shall not, though he is present, preside, and the provisions of clause (2) of article 180 shall apply in relation to every such sitting as they apply in relation to a sitting from which the Speaker or, as the case may be, the Deputy Speaker, is absent. (2) The Speaker shall have the right to speak in, and otherwise to take part in the proceedings of, the Legislative Assembly while any resolution for his removal from office is under consideration in the Assembly and shall, notwithstanding anything in article 189, be entitled to vote only in the first instance on such resolution or on any other matter during such proceedings but not in the case of an equality of votes. 182. The Chairman and Deputy Chairman of the Legislative Council.—The Legislative Council of every State having such Council shall, as soon as may be, choose two members of the Council to be respectively Chairman and Deputy Chairman thereof and, so often as the office of Chairman or Deputy Chairman becomes vacant, the Council shall choose another member to be Chairman or Deputy Chairman, as the case may be. 183. Vacation and resignation of, and removal from, the offices of Chairman and Deputy Chairman.—A member holding office as Chairman or Deputy Chairman of a Legislative Council— (a) shall vacate his office if he ceases to be a member of the Council; (b) may at any time by writing under his hand addressed, if such member is the Chairman, to the Deputy Chairman, and if such member is the Deputy Chairman, to the Chairman, resign his office; and (c) may be removed from his office by a resolution of the Council passed by a majority of all the then members of the Council: Provided that no resolution for the purpose of clause (c) shall be moved unless at least fourteen days' notice has been given of the intention to move the resolution","The Speaker or Deputy Speaker cannot preside over the Legislative Assembly when a resolution for their removal is being considered. The Speaker can participate in the debate and is allowed to vote, but their vote is considered null in case of a tie. The Chairman and Deputy Chairman are elected by the members of the Council and can resign by writing a letter to the other. A 14-day notice is required for a resolution to remove the Chairman or Deputy Chairman."
